GeneSymbol	A1	B1	C1	D1	E1	A2	B2	C2	D2	E2
SERPINE1	11.68589	10.406455	9.453058	9.193895	10.025461	8.841047	8.529523	8.224173	8.617976	8.348917
NEK10	4.4674478	5.4755616	5.336949	5.566832	4.8512063	6.100974	6.804077	6.3371525	6.427862	5.759399
LINC00473	8.033231	7.9155498	7.6637864	8.178053	7.542501	6.4330053	6.234555	6.9248466	5.959557	7.2181582
IL33	11.07648	9.310089	11.493816	13.311907	11.72314	9.610409	8.65013	10.835558	11.454943	10.661334
C1GALT1	4.2279854	5.362355	4.2451715	3.6210175	4.769722	2.746432	4.091398	2.7162397	2.551232	4.0308995
MRGPRF	7.911913	8.43895	8.825143	8.383985	8.061024	6.9632215	7.1294684	7.5511475	7.2074366	7.097459
CMPK2	8.147249	9.200302	8.448817	8.121883	8.878732	8.209434	9.747703	9.791341	10.272821	10.347358
CD300E	7.861767	5.864957	5.305779	4.409268	5.6283455	5.130338	4.1433654	3.2390018	3.7835443	4.6292286
IL8	11.76495	12.267783	11.931766	11.981567	12.60342	9.67648	9.6908455	9.48298	8.982138	10.03873
FR278395	5.7798004	4.799241	5.6780033	5.4320636	5.385182	3.817803	4.7395267	4.432243	4.433033	4.3874607
C3orf52	3.5993733	3.997846	4.1383133	4.540256	5.207024	5.6181974	5.410827	5.403038	5.545041	5.983952
LOC727916	3.167841	4.513733	4.791186	4.379581	4.367558	5.7611265	6.163427	6.215035	6.4499416	5.4836836
FR319944	5.9958787	5.24302	4.311671	3.7142243	5.221866	4.3824997	3.258957	3.9318109	2.029667	4.47892
SLC7A7	6.697117	4.739441	4.77118	4.7836437	5.000208	4.492361	4.3007627	3.9785545	4.2095966	3.7679858
linc-ELTD1-2	5.911717	6.476748	7.038625	6.0551405	6.3564243	5.019736	5.6169972	6.029989	4.9055977	5.2281103
HIST1H2BJ	4.7808146	4.628907	5.484358	5.3682847	5.2699633	5.9794693	6.1078997	6.6469107	6.5158134	6.5000706
RCAN1	11.094859	10.703709	9.735069	9.052417	10.315826	8.86128	8.670177	7.5818996	6.941658	7.858037
MT1M	10.196839	9.461678	8.851588	9.086352	9.2225065	11.139478	10.764832	10.228653	10.842772	10.107498
linc-STK38L	2.2792134	2.7617767	3.9161487	3.124684	2.575226	4.7804093	4.314826	3.732646	4.375452	3.9618096
LINC00968-006	7.1139784	8.451252	8.563654	7.843026	8.298929	6.1872516	6.898334	6.6498456	6.3783975	6.6998334
FR346361	7.681165	8.402442	7.9404545	7.964902	8.060367	8.019714	8.90366	9.19875	9.703102	9.74047
SAMD9	7.0602627	7.9402523	7.648523	7.707562	8.446288	7.6331763	9.274988	8.601408	9.101896	9.628993
CXCL1	16.81359	16.26504	16.180973	15.907455	16.627554	15.047045	14.986133	14.472831	13.988123	15.050743
CD274	8.469266	6.9899845	6.254537	7.244121	7.8104134	8.579154	8.727867	8.05662	9.069599	8.549104
PLIN2	6.7563453	5.735615	5.8947496	5.781943	6.7811255	4.640955	4.609125	4.5542364	4.7418356	5.2243114
IL8	10.789471	9.648199	9.9027815	10.057769	9.924483	8.732126	8.039202	7.842802	7.4101834	8.193626
N4BP2L1	6.604732	6.3686676	6.3105755	6.226467	6.6122184	7.6814084	7.113006	7.6749063	7.5921483	7.6560273
linc-DHX37-4	3.0453196	3.4216037	3.4335735	4.3435407	4.5077553	5.593792	5.408771	5.656796	5.328808	5.660037
SERPINA1	8.633588	8.561918	9.524401	10.150417	8.849206	8.147678	7.897645	8.41024	8.288767	7.9136662
CDCA7L	5.4808483	5.0997534	5.7471476	5.108064	5.181138	3.9680707	4.73246	4.268795	4.352981	4.1342077
INSIG1	6.220776	6.1919994	6.675778	5.9555902	6.893678	5.064975	5.600066	5.439738	4.9481487	5.506706
LINC00944-003	3.628943	4.1395044	4.5096593	5.137649	5.173206	5.260813	5.5778737	5.779892	5.413652	5.9810457
IGFBP1	6.094211	5.2765985	7.8443475	5.7008758	5.4032187	4.326347	4.026101	5.7751055	3.8623416	4.2198987
linc-SCYL1-2	2.8948336	3.3634207	2.9187279	3.6441753	3.7168112	5.0114937	4.37298	4.434198	4.666455	4.8464794
KRTAP5-7	7.9473276	7.035809	6.2807026	6.6332855	7.985244	9.936972	9.241883	8.875132	7.787289	10.504507
LOC101929116	3.5319319	4.5900908	4.7236547	4.4753428	4.3204126	5.2843747	5.23524	5.456843	5.6248546	5.1757135
RP11-662I13.2-001	3.2938457	3.7667663	4.4569616	5.263873	3.8930593	5.32577	5.077488	5.4716034	5.7933927	4.6614785
TNFSF8	3.4407125	3.5455852	3.7403417	4.362056	3.9523213	6.1394625	6.6585455	6.0645804	6.93282	6.271068
MRGPRX3	3.9261403	1.5651766	2.3380501	1.8618441	1.5546813	6.215252	4.9833064	4.7203608	5.6015677	5.092546
SPON1-002	8.336224	8.485215	9.173473	8.86128	8.857004	7.4111366	6.82187	8.270852	7.8310423	8.048513
IL19	6.310466	5.126064	5.203242	4.562826	5.0386577	3.4321609	3.8929677	2.4307601	4.0883894	3.7115638
USP41	7.7345247	7.2083817	7.591274	6.836708	7.718313	8.249939	9.138086	9.043875	9.465444	9.515338
MMP12-001	8.261461	6.66552	4.944334	6.7410707	8.138348	5.8013506	4.27509	3.5341413	3.94731	5.5100837
BRE-AS1	4.5629473	4.3144574	5.1170864	6.372077	4.424716	1.3638889	3.4095244	2.7976031	3.062457	1.3151453
TIAM2	6.276635	6.606346	7.1608505	7.1135406	7.06416	7.3860846	8.089033	8.179184	8.265589	7.837219
PRDM2	5.3654623	5.5966434	5.8991985	5.551467	5.4584208	6.7554708	6.7158313	7.138796	6.929999	6.6044946
SPINK13	4.96464	5.4044733	5.184106	4.57973	5.3759904	4.0864277	3.7655034	3.282599	3.4869878	4.058946
C10orf90	5.4220276	5.06135	6.0408754	5.3370786	5.3848004	2.8217602	3.6392848	4.102082	2.9473574	4.0194607
AC003991.3-007	10.1543255	9.194378	10.544553	7.654506	9.802331	7.533087	8.18379	7.75633	6.307359	7.5288057
AKR1C1	8.826696	8.80902	9.560622	9.951956	9.1435795	8.255978	7.63288	8.539423	7.828703	8.28584
LOC101929786	2.4857721	4.042536	3.9077396	3.9015875	4.2711196	4.3727503	4.596391	4.9062886	4.7620797	5.161042
KLF7-IT1-001	5.3978586	4.6885633	3.910967	4.2807927	4.4240847	3.3464081	3.9988735	2.6239226	3.1409361	4.208242
SERPINB2	9.789302	8.85334	8.439923	10.306453	7.657178	7.347765	6.126626	7.3125534	7.9338083	5.7078915
USP18	9.014948	9.776469	9.252175	8.4197035	9.194378	9.304716	10.723616	10.58828	10.8701315	10.854537
EHD3	6.3404593	6.546996	6.2089186	5.492267	6.2360935	4.439339	5.323485	4.669403	4.6040926	4.764231
LOC389300	2.014602	2.459867	3.1930094	3.1749415	3.1380417	5.06831	4.4722176	4.5082235	5.171284	4.2529154
RP11-326F20.5-002	5.7443614	5.6181493	6.299865	5.3265824	5.605385	6.872777	7.3712497	7.170542	7.123622	6.7798047
CHAC1	4.178261	5.406269	5.4211926	3.9829402	5.641094	1.7370381	3.716252	3.31754	3.8108869	4.067863
FBLIM1	5.3916454	5.633083	5.373964	4.814607	5.505617	2.913961	4.4700828	4.1713657	4.5426617	4.067029
THBS2	7.0921655	8.0341625	7.935135	7.9333186	6.974827	5.6337337	6.14468	6.427302	6.094645	5.560399
FR080590	5.0171914	4.872286	4.347831	4.897643	6.430498	6.782384	6.4387727	5.846098	5.1546082	6.832193
RP11-550I24.2-004	3.020527	3.669302	3.3330576	3.0487099	3.828303	4.4116483	4.72185	3.8880308	5.435653	4.014631
ATP8B1	3.8971894	3.6885881	4.0045643	3.7238798	4.2673426	1.69588	3.1371348	2.4465055	2.322253	3.2164173
FABP5	4.347831	5.034851	4.886772	4.8829823	4.991479	2.7370508	3.577439	4.8512063	3.6645653	3.8051772
SPTLC3	6.848104	6.616167	7.4663115	7.1661377	7.3608665	5.7417574	6.3048005	5.516246	5.057248	5.9684606
linc-TAGAP-2	9.93304	9.631763	6.937107	9.129816	9.307928	11.212911	10.816145	9.660521	10.096847	11.122012
TIMP3	14.508567	14.015374	14.2282715	13.54767	15.024583	13.244384	13.388316	13.011554	12.202564	13.738388
STEAP4	10.228203	9.563462	10.531177	7.2671423	9.55971	7.7084866	7.9894896	7.4543304	5.8958035	7.1770616
PKNOX2	5.3047605	5.253814	5.303282	3.279594	5.734367	3.369437	4.430261	3.6227117	1.7136774	4.343275
CD274	8.43076	7.1251216	6.635153	7.633726	8.027516	8.6671095	9.005718	8.246663	9.208579	8.791966
CSF3	13.558596	13.491996	12.674528	13.100313	12.842668	10.565409	10.84752	10.900622	10.806919	11.018619
RP4-715N11.2-006	7.789238	6.4080276	7.7066703	7.891466	7.3046646	6.459529	5.7610173	6.9604707	5.7565784	6.6962643
linc-ISLR2-3	6.336651	5.661832	5.3654623	5.1366916	6.512481	6.3524265	6.7339096	7.1107206	6.7057495	7.4263096
FR039099	8.064062	8.952353	8.880661	9.480159	8.338656	6.6842003	7.643156	7.547375	7.607268	7.4811583
CTD-2319I12.1-008	7.0682273	6.801347	7.5242143	5.7940054	6.2431636	4.566447	4.502937	5.510503	3.8657775	4.9279003
RP11-212I21.4-001	3.2413235	3.047768	3.777926	3.4849033	3.290801	4.595059	4.3631544	4.5179253	4.513299	4.269622
FR344093	5.62318	5.0247436	4.447054	4.674072	4.3306155	4.6213055	4.0215864	4.1880984	3.0957046	3.1555202
KCNH1	7.232103	7.268674	6.486221	6.2097597	7.0993037	5.805309	5.6942782	4.6102905	4.1087813	5.312203
LOC101929231	3.3921218	3.0139241	2.6461384	2.7800367	1.4707947	5.447082	4.9568925	4.1407895	4.5481267	3.9627295
HOOK2	5.934341	5.9014645	5.6727724	5.230131	5.655418	6.8954034	6.740779	6.969245	6.671566	6.5431542
C6orf132	7.617886	7.261899	7.0557055	5.940766	6.6413546	6.2107368	6.113531	5.585162	5.6825867	5.521593
LPCAT2	6.732298	7.048633	7.228181	6.7457166	7.0701737	7.6317334	8.48357	8.117315	7.987706	7.7843113
KIT	8.055094	5.395507	4.854255	4.7843966	5.670129	6.460418	4.4157333	2.4208045	3.1397278	3.9312778
linc-FCN1-2	6.2200255	4.2201715	4.6446137	5.411609	5.880151	7.423841	6.1278	5.9245915	5.825314	7.5874577
C13orf33	13.576372	12.773828	13.610859	13.288187	13.648535	12.482376	12.154543	12.3065195	11.844362	12.378564
LOC101927963	4.0168495	5.206454	5.706764	4.80962	5.5631113	4.3795195	6.16453	6.9223495	6.9186187	6.6941757
SPDYE8P	3.9795134	1.2826365	3.2390018	3.008041	3.3703005	5.15731	4.238355	4.335988	4.321529	3.7422504
KIAA0895L	5.1397476	4.405789	5.321948	4.259536	4.576873	2.7355838	3.8139033	3.7819822	3.4087691	3.9460258
linc-SKA3-3	8.281085	8.881096	8.503022	8.315354	8.891654	6.8393116	7.3806562	7.6318316	7.439353	7.785985
LOC101929768	4.2450376	4.0395555	4.4068184	4.6778035	3.8881683	5.3864436	5.3008685	5.0717382	5.967668	5.500725
CXCL12	7.6048865	7.709958	6.8521733	7.152977	7.2736883	5.996014	6.625022	5.75159	5.649963	6.0003915
NDC1	5.7923193	5.3447223	5.4324965	5.709398	5.524117	3.3356993	4.961055	4.5351696	4.6448193	4.683328
ACSL4	13.565232	12.938531	12.911158	12.974126	13.291957	11.8601055	12.152391	12.031413	11.724424	12.339993
LOC101928584	8.278546	7.8931437	7.3700876	7.859532	7.8468447	6.650877	6.596501	6.227154	6.3860927	7.025902
CXCL1	17.349327	17.54692	17.420242	16.978016	17.599049	15.907455	16.185106	15.761889	15.630744	16.40108
RP11-400F19.8-001	5.909485	4.4931955	3.3038375	4.03584	5.2107105	7.0757103	5.8353977	5.8515615	4.9454875	6.804077
CH25H	11.793474	11.423243	11.896225	11.490432	11.257948	10.613037	10.580601	10.712371	10.182197	10.112416
ALDH1L2	7.0046625	7.010098	7.039674	6.5717473	7.160309	5.2335024	6.303597	6.1223555	5.6176925	5.927505
CTD-2001E22.2-002	5.0821733	5.3087006	5.1611886	4.3943887	5.1412277	3.1278577	4.413179	3.467942	3.1991966	4.582948
RPS6KA5	3.2191856	3.6688087	4.5860415	4.3115063	4.6465755	5.830307	5.6947694	5.5917144	4.828121	6.5229826
SLC16A7	6.991374	6.3429084	6.69839	5.909434	6.5821857	5.863644	5.4770374	5.0190663	4.517445	5.4995112
SNORD3A-001	11.221079	10.315826	10.292917	10.320865	10.791823	7.2239733	6.550393	7.038241	7.2721767	7.5956573
